location_name,latitude,longitude,parameter,value,unit,timestamp
Madrid - Retiro,40.417,-3.683,NO2,63.47,µg/m³,2026-06-14T01:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,38.07,µg/m³,2026-06-14T01:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.35,mg/m³,2026-06-14T01:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,5.55,µg/m³,2026-06-14T01:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,35.94,µg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,16.54,µg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,63.49,µg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,51.77,µg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.55,mg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,2.03,µg/m³,2026-06-14T00:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,11.79,µg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,35.99,µg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,31.85,µg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,78.02,µg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.92,mg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,4.48,µg/m³,2026-06-13T23:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,29.69,µg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,45.34,µg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,23.35,µg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,31.73,µg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.17,mg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,11.31,µg/m³,2026-06-13T22:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,31.55,µg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,33.73,µg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,57.21,µg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,76.4,µg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.21,mg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,13.16,µg/m³,2026-06-13T21:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,13.23,µg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,15.6,µg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,28.49,µg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,24.0,µg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.11,mg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,14.11,µg/m³,2026-06-13T20:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,6.57,µg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,16.11,µg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,37.61,µg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,85.37,µg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.7,mg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,8.1,µg/m³,2026-06-13T19:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,6.66,µg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,17.42,µg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,64.33,µg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,87.56,µg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.11,mg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,14.33,µg/m³,2026-06-13T18:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,30.56,µg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,53.4,µg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,37.74,µg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,56.09,µg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.03,mg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,10.34,µg/m³,2026-06-13T17:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,10.59,µg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,11.5,µg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,30.4,µg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,69.33,µg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.48,mg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,10.43,µg/m³,2026-06-13T16:07:24.406039
